"Date","Time","Location","Area","Road","StartPoint","EndPoint","Temp","Humidity","ACOSD","Legend"
"2021-11-05","11:51","경기","부천시","부흥로","경기도 부천시 상동 623","경기도 부천시 소사동 247","17","66","21","매우좋음"
"2021-11-05","12:24","경기","부천시","양지로","경기도 부천시 괴안동 253","경기도 부천시 옥길동 739-4","17","69","99","좋음"
"2021-11-05","14:08","경기","여주시","명품로","경기도 여주시 상거동 465","경기도 여주시 점봉동 326-7","18","64","19","매우좋음"
"2021-11-05","14:14","경기","여주시","세종로","경기도 여주시 점봉동 322-4","경기도 여주시 홍문동 101","18","60","17","매우좋음"
"2021-11-05","14:34","경기","여주시","우암로","경기도 여주시 창동 256","경기도 여주시 월송동 416","18","58","85","좋음"
"2021-11-05","15:03","경기","여주시","여양로","경기도 여주시 홍문동 290-1","경기도 여주시 상동 119-2","19","50","37","매우좋음"
"2021-11-05","15:09","경기","여주시","신륵로","경기도 여주시 천송동 산 91-1","경기도 여주시 천송동 561-5","19","53","64","좋음"
"2021-11-05","15:14","경기","여주시","강변북로","경기도 여주시 천송동 561-5","경기도 여주시 현암동 223-3","19","54","112","보통"
"2021-11-05","11:23","경기","안성시","남파로","경기도 안성시 봉산동 92","경기도 안성시 신건지동 150","16","85","73","좋음"
"2021-11-05","11:35","경기","안성시","공단로","경기도 안성시 신건지동 72","경기도 안성시 신모산동 27","16","80","20","매우좋음"
"2021-11-05","11:42","경기","안성시","중앙로","경기도 안성시 대덕면 내리 401-4","경기도 안성시 봉산동 92","17","76","42","매우좋음"
"2021-11-05","11:57","경기","안성시","안성맞춤대로","경기도 안성시 계동 3-3","경기도 안성시 미양면 계륵리 275","17","73","15","매우좋음"
"2021-11-05","12:02","경기","안성시","제2공단1길","경기도 안성시 미양면 계륵리 275","경기도 안성시 미양면 구수리 311","17","72","12","매우좋음"
"2021-11-05","12:09","경기","안성시","서운로","경기도 안성시 계동 170-3","경기도 안성시 서운면 신능리 산 42-4","17","72","32","매우좋음"
"2021-11-05","12:14","경기","안성시","제4산단로","경기도 안성시 서운면 양촌리 477","경기도 안성시 미양면 양변리 산 9-58","17","70","51","좋음"
"2021-11-05","12:36","경기","안성시","공도로","경기도 안성시 공도읍 만정리 294-1","경기도 안성시 공도읍 용두리 275-134","19","68","116","보통"
"2021-11-05","12:42","경기","안성시","서동대로","경기도 안성시 공도읍 용두리 275-134","경기도 안성시 공도읍 만정리 279-29","18","71","28","매우좋음"
"2021-11-05","13:12","경기","안성시","청원로","경기도 안성시 원곡면 외가천리 255-4","경기도 평택시 도일동 186-10","19","54","21","매우좋음"
"2021-11-05","15:02","경기","시흥시","정왕신길로","경기도 시흥시 정왕동 1631","경기도 시흥시 정왕동 1898-1","20","45","29","매우좋음"
"2021-11-05","15:17","경기","시흥시","중심상가로","경기도 시흥시 정왕동 1909","경기도 시흥시 정왕동 1636","20","46","45","매우좋음"
"2021-11-05","15:38","경기","시흥시","역전로","경기도 시흥시 정왕동 1633","경기도 시흥시 정왕동 1890","20","46","147","보통"
"2021-11-05","15:53","경기","시흥시","옥구천동로","경기도 시흥시 정왕동 1890","경기도 시흥시 정왕동 2207-10","19","61","16","매우좋음"
"2021-11-05","10:49","경기","화성시","발안만세길","경기도 화성시 향남읍 발안리 293","경기도 화성시 향남읍 제암리 197-1","15","91","188","나쁨"
"2021-11-05","10:57","경기","화성시","향남로","경기도 화성시 팔탄면 가재리 539-3","경기도 화성시 향남읍 하길리 1552","15","89","27","매우좋음"
"2021-11-05","11:15","경기","화성시","발안로","경기도 화성시 향남읍 평리 76-32","경기도 화성시 향남읍 행정리 350-11","15","88","51","좋음"
"2021-11-05","11:25","경기","화성시","행정동로","경기도 화성시 향남읍 행정리 577","경기도 화성시 향남읍 행정리 583-1","15","88","43","매우좋음"
"2021-11-05","11:30","경기","화성시","행정중앙1로","경기도 화성시 향남읍 행정리 583-1","경기도 화성시 향남읍 행정리 552","16","83","51","좋음"
"2021-11-05","11:34","경기","화성시","행정중앙2로","경기도 화성시 향남읍 행정리 553","경기도 화성시 향남읍 행정리 553-1","16","85","50","매우좋음"
"2021-11-05","11:49","경기","화성시","시청로","경기도 화성시 봉담읍 유리 137-2","경기도 화성시 봉담읍 유리 331-6","16","86","83","좋음"
"2021-11-05","12:04","경기","화성시","동화길","경기도 화성시 봉담읍 동화리 425-68","경기도 화성시 봉담읍 분천리 66-3","17","81","61","좋음"
"2021-11-05","12:15","경기","화성시","동화역말길","경기도 화성시 봉담읍 동화리 640","경기도 화성시 봉담읍 와우리 156-106","17","80","56","좋음"
"2021-11-05","12:23","경기","화성시","효행로","경기도 화성시 봉담읍 와우리 122","경기도 화성시 반월동 123-1","18","71","36","매우좋음"
"2021-11-05","14:05","경기","김포시","아라육로152번길","경기도 김포시 고촌읍 전호리 686","경기도 김포시 고촌읍 전호리 688","20","52","48","매우좋음"
"2021-11-05","14:07","경기","김포시","아라육로","경기도 김포시 고촌읍 전호리 161-18","경기도 김포시 고촌읍 전호리 759","19","51","22","매우좋음"
"2021-11-05","14:18","경기","김포시","아라육로58번길","경기도 김포시 고촌읍 전호리 755","경기도 김포시 고촌읍 전호리 751","19","50","43","매우좋음"
"2021-11-05","14:42","경기","김포시","수기로","경기도 김포시 고촌읍 신곡리 561-1","경기도 김포시 고촌읍 신곡리 996-1","19","51","51","좋음"
"2021-11-05","14:59","경기","김포시","풍무로","경기도 김포시 사우동 380-9","인천광역시 서구 원당동 285-3","20","50","29","매우좋음"
"2021-11-05","15:14","경기","김포시","풍무로68번길","경기도 김포시 고촌읍 태리 440-2","경기도 김포시 풍무동 810","20","49","42","매우좋음"
"2021-11-05","15:28","경기","김포시","돌문로","경기도 김포시 북변동 417-2","경기도 김포시 사우동 134-3","20","51","118","보통"
"2021-11-05","15:39","경기","김포시","사우중로","경기도 김포시 사우동 271-20","경기도 김포시 사우동 854","20","52","71","좋음"
"2021-11-05","09:35","전북","전주시 덕진구","안전로","전라북도 전주시 덕진구 중동 838-1","전라북도 전주시 덕진구 장동 1077","14","73","16","매우좋음"
"2021-11-05","09:42","전북","전주시 덕진구","중동로","전라북도 전주시 덕진구 장동 1096","전라북도 전주시 덕진구 중동 825","15","73","7","매우좋음"
"2021-11-05","09:48","전북","전주시 덕진구","기지로","전라북도 전주시 덕진구 중동 812","전라북도 전주시 덕진구 만성동 1208","15","72","17","매우좋음"
"2021-11-05","09:54","전북","전주시 덕진구","만성로","전라북도 전주시 덕진구 만성동 1239","전라북도 전주시 덕진구 만성동 1409","15","71","17","매우좋음"
"2021-11-05","10:01","전북","전주시 덕진구","만성중앙로","전라북도 전주시 덕진구 만성동 1328","전라북도 전주시 덕진구 만성동 1292","15","70","31","매우좋음"
"2021-11-05","10:04","전북","전주시 덕진구","만성북로","전라북도 전주시 덕진구 만성동 1379","전라북도 전주시 덕진구 만성동 1386","15","72","17","매우좋음"
"2021-11-05","10:10","전북","전주시 덕진구","만성동로","전라북도 전주시 덕진구 만성동 1409","전라북도 전주시 덕진구 만성동 1323","15","69","64","좋음"
"2021-11-05","10:15","전북","전주시 덕진구","만성서로","전라북도 전주시 덕진구 만성동 1206","전라북도 전주시 덕진구 만성동 1379","16","67","11","매우좋음"
"2021-11-05","11:06","전북","익산시","선화로","전라북도 익산시 부송동 산 217","전라북도 익산시 오산면 장신리 44-2","16","68","28","매우좋음"
"2021-11-05","11:23","전북","익산시","동서로","전라북도 익산시 모현동2가 483-1","전라북도 익산시 부송동 1067","16","67","25","매우좋음"
"2021-11-09","09:21","경남","창원시 의창구","원이대로","경상남도 창원시 의창구 소답동 246-7","경상남도 창원시 의창구 봉곡동 512","10","57","2","매우좋음"
"2021-11-09","09:28","경남","창원시 성산구","원이대로","경상남도 창원시 성산구 반지동 505-2","경상남도 창원시 성산구 가음동 502-2","10","58","3","매우좋음"
"2021-11-09","09:43","경남","창원시 성산구","창원대로","경상남도 창원시 성산구 가음정동 405","경상남도 창원시 성산구 내동 319-17","11","52","2","매우좋음"
"2021-11-09","09:52","경남","창원시 의창구","창원대로","경상남도 창원시 성산구 삼동동 80-1","경상남도 창원시 의창구 소계동 2-2","12","53","2","매우좋음"
"2021-11-09","10:21","경남","창원시 성산구","창이대로","경상남도 창원시 성산구 남산동 산 49-3","경상남도 창원시 성산구 사파동 501-1","11","50","3","매우좋음"
"2021-11-09","10:30","경남","창원시 의창구","창이대로","경상남도 창원시 성산구 사파동 501-1","경상남도 창원시 의창구 명서동 503","12","50","9","매우좋음"
"2021-11-09","10:53","경남","창원시 성산구","중앙대로","경상남도 창원시 성산구 외동 789","경상남도 창원시 성산구 상남동 501-5","13","49","28","매우좋음"
"2021-11-09","10:57","경남","창원시 의창구","중앙대로","경상남도 창원시 성산구 신월동 501-42","경상남도 창원시 성산구 신월동 501-41","12","51","9","매우좋음"
"2021-11-09","13:04","경남","창원시 마산회원구","3·15대로","경상남도 창원시 마산회원구 구암동 100","경상남도 창원시 마산회원구 회원동 72-3","14","47","2","매우좋음"
"2021-11-09","13:16","경남","창원시 마산합포구","3·15대로","경상남도 창원시 마산회원구 회원동 72-3","경상남도 창원시 마산합포구 월남동5가 5","14","46","5","매우좋음"
"2021-11-09","13:34","경남","창원시 마산합포구","밤밭고개로","경상남도 창원시 마산합포구 해운동 21","경상남도 창원시 마산합포구 월영동 593-66","14","45","5","매우좋음"
"2021-11-09","13:43","경남","창원시 마산회원구","무학로","경상남도 창원시 마산합포구 완월동 산 103","경상남도 창원시 마산합포구 교방동 186-1","13","49","29","매우좋음"
"2021-11-09","13:47","경남","창원시 마산합포구","천하장사로","경상남도 창원시 마산합포구 교방동 388","경상남도 창원시 마산합포구 상남동 162-253","13","49","8","매우좋음"
"2021-11-09","14:01","경남","창원시 마산회원구","삼호로","경상남도 창원시 마산회원구 회성동 471","경상남도 창원시 마산회원구 양덕동 949-10","13","48","8","매우좋음"
"2021-11-09","14:08","경남","창원시 마산회원구","봉양로","경상남도 창원시 마산회원구 양덕동 439-12","경상남도 창원시 마산회원구 봉암동 산 65-2","14","47","4","매우좋음"
"2021-11-09","14:17","경남","창원시 성산구","공단로","경상남도 창원시 성산구 신촌동 190","경상남도 창원시 성산구 성주동 517","12","41","5","매우좋음"
"2021-11-09","14:56","경남","창원시 진해구","진해대로","경상남도 창원시 진해구 경화동 1248","경상남도 창원시 진해구 풍호동 810","14","47","18","매우좋음"
"2021-11-09","15:10","경남","창원시 진해구","충장로","경상남도 창원시 진해구 장천동 119-14","경상남도 창원시 진해구 충무동 56","14","47","16","매우좋음"
"2021-11-10","11:36","경기","안산시 상록구","반월로","경기도 안산시 상록구 건건동 산 75-3","경기도 안산시 상록구 건건동 927-4","6","71","35","매우좋음"
"2021-11-10","11:44","경기","안산시 상록구","각골로","경기도 안산시 상록구 본오동 1145","경기도 안산시 상록구 본오동 881-71","7","68","55","좋음"
"2021-11-10","11:49","경기","안산시 상록구","오목로","경기도 안산시 상록구 본오동 881-47","경기도 안산시 상록구 본오동 1001","7","65","93","좋음"
"2021-11-10","12:04","경기","안산시 상록구","안산대학로","경기도 안산시 상록구 본오동 875-4","경기도 안산시 상록구 일동 634","7","61","34","매우좋음"
"2021-11-10","13:01","경기","안산시 상록구","도매시장로","경기도 안산시 상록구 일동 602-37","경기도 안산시 상록구 이동 558","8","55","32","매우좋음"
"2021-11-10","13:14","경기","안산시 상록구","예술광장1로","경기도 안산시 상록구 성포동 679-9","경기도 안산시 상록구 성포동 679-9","8","53","51","좋음"
"2021-11-10","13:21","경기","안산시 상록구","월피로","경기도 안산시 상록구 월피동 536-42","경기도 안산시 상록구 월피동 536-1","8","54","41","매우좋음"
"2021-11-10","13:30","경기","안산시 상록구","안산천동로","경기도 안산시 상록구 월피동 536","경기도 안산시 상록구 이동 614-26","7","54","50","매우좋음"
"2021-11-10","13:41","경기","안산시 단원구","안산천서로","경기도 안산시 단원구 고잔동 554-2","경기도 안산시 단원구 고잔동 570-1","8","54","34","매우좋음"
"2021-11-10","13:45","경기","안산시 상록구","안산천서로","경기도 안산시 단원구 고잔동 570-1","경기도 안산시 상록구 월피동 536-44","8","54","16","매우좋음"
"2021-11-10","13:57","경기","안산시 단원구","예술대학로","경기도 안산시 상록구 월피동 532","경기도 안산시 단원구 고잔동 554-2","8","54","22","매우좋음"
"2021-11-10","14:08","경기","안산시 단원구","당곡로","경기도 안산시 단원구 고잔동 554-2","경기도 안산시 단원구 고잔동 678","8","52","19","매우좋음"
"2021-11-10","14:19","경기","안산시 단원구","고잔로","경기도 안산시 상록구 성포동 679-13","경기도 안산시 단원구 고잔동 544","8","54","17","매우좋음"
"2021-11-10","14:32","경기","안산시 단원구","선부광장1로","경기도 안산시 단원구 선부동 1157","경기도 안산시 단원구 선부동 1157","8","53","14","매우좋음"
"2021-11-10","14:41","경기","안산시 단원구","선부광장로","경기도 안산시 단원구 선부동 1190","경기도 안산시 단원구 선부동 1190","8","52","9","매우좋음"
"2021-11-10","14:46","경기","안산시 단원구","원선1로","경기도 안산시 단원구 선부동 1157-1","경기도 안산시 단원구 원곡동 993-7","8","51","33","매우좋음"
"2021-11-10","14:51","경기","안산시 단원구","원선로","경기도 안산시 단원구 원곡동 993-7","경기도 안산시 단원구 선부동 955","8","51","29","매우좋음"
"2021-11-10","15:03","경기","안산시 단원구","선부광장남로","경기도 안산시 단원구 원곡동 941","경기도 안산시 단원구 선부동 1158-8","8","51","29","매우좋음"
"2021-11-10","10:40","경남","김해시","김해대로","경상남도 김해시 지내동 271-2","경상남도 김해시 삼계동 1519-1","12","52","448","매우나쁨"
"2021-11-10","11:04","경남","김해시","가야로","경상남도 김해시 삼계동 1519-1","경상남도 김해시 동상동 684","11","53","46","매우좋음"
"2021-11-10","11:28","경남","김해시","인제로","경상남도 김해시 어방동 173-2","경상남도 김해시 삼방동 595","13","50","18","매우좋음"
"2021-11-10","11:34","경남","김해시","삼안로","경상남도 김해시 삼방동 601","경상남도 김해시 지내동 329","12","51","18","매우좋음"
"2021-11-10","11:59","경남","김해시","금관대로","경상남도 김해시 외동 751","경상남도 김해시 내동 1191","13","47","13","매우좋음"
"2021-11-10","12:08","경남","김해시","내외중앙로","경상남도 김해시 내동 1131-3","경상남도 김해시 외동 1290","13","46","30","매우좋음"
"2021-11-10","12:19","경남","김해시","내외로","경상남도 김해시 내동 1149","경상남도 김해시 내동 1157","13","46","26","매우좋음"
"2021-11-10","12:31","경남","김해시","분성로","경상남도 김해시 외동 1169-4","경상남도 김해시 지내동 437-2","13","46","72","좋음"
"2021-11-10","15:12","경남","하동군","산업로","경상남도 하동군 금남면 계천리 369-8","경상남도 하동군 금성면 갈사리 924-98","11","69","16","매우좋음"
"2021-11-10","16:30","경남","고성군","송학로","경상남도 고성군 고성읍 교사리 387-7","경상남도 고성군 고성읍 송학리 236-4","12","58","114","보통"
"2021-11-10","10:14","경기","양주시","삼육사로","경기도 양주시 남면 한산리 455-9","경기도 동두천시 상패동 1081-10","4","88","25","매우좋음"
"2021-11-10","10:27","경기","양주시","감악산로","경기도 양주시 남면 신암리 67-3","경기도 양주시 남면 구암리 산 18-5","4","88","12","매우좋음"
"2021-11-10","10:44","경기","양주시","광적로","경기도 양주시 광적면 석우리 432-2","경기도 양주시 광적면 가납리 691-3","5","86","85","좋음"
"2021-11-10","10:50","경기","양주시","백은로","경기도 양주시 광적면 가납리 431-2","경기도 양주시 광적면 가납리 337-4","6","84","42","매우좋음"
"2021-11-10","11:00","경기","양주시","고릉말로","경기도 양주시 백석읍 방성리 101-1","경기도 양주시 백석읍 오산리 20-4","6","82","217","매우나쁨"
"2021-11-10","11:06","경기","양주시","중앙로","경기도 양주시 백석읍 오산리 600-11","경기도 양주시 백석읍 방성리 302-3","5","81","66","좋음"
"2021-11-10","11:33","경기","양주시","평화로","경기도 양주시 회정동 47-1","경기도 양주시 남방동 180-1","6","73","17","매우좋음"
"2021-11-10","11:59","경기","양주시","동일로","경기도 의정부시 녹양동 8-7","경기도 양주시 마전동 120-17","6","76","12","매우좋음"
"2021-11-10","12:03","경기","양주시","부흥로","경기도 양주시 마전동 120-16","경기도 양주시 삼숭동 134-16","6","74","15","매우좋음"
"2021-11-10","12:17","경기","양주시","율정로","경기도 양주시 삼숭동 134-12","경기도 양주시 율정동 산 4-9","6","71","10","매우좋음"
"2021-11-10","12:26","경기","양주시","화합로","경기도 양주시 율정동 312-18","경기도 양주시 회정동 70-5","7","70","7","매우좋음"
"2021-11-10","12:42","경기","양주시","회정로","경기도 양주시 회정동 433-3","경기도 양주시 고암동 119-2","6","71","16","매우좋음"
"2021-11-10","12:51","경기","양주시","고암길","경기도 양주시 덕정동 257","경기도 양주시 고암동 579-4","6","71","17","매우좋음"
"2021-11-10","13:01","경기","양주시","독바위로","경기도 양주시 덕정동 211","경기도 양주시 옥정동 941-8","7","70","72","좋음"
"2021-11-10","13:12","경기","양주시","옥정동로","경기도 양주시 옥정동 1094","경기도 양주시 옥정동 1008-1","6","71","33","매우좋음"
"2021-11-10","13:25","경기","양주시","옥정서로","경기도 양주시 옥정동 971","경기도 양주시 옥정동 1049-8","7","70","96","좋음"
"2021-11-10","13:39","경기","양주시","회천로","경기도 양주시 고암동 549-31","경기도 양주시 율정동 411-1","7","69","34","매우좋음"
"2021-11-10","14:25","경기","양주시","회천남로","경기도 양주시 율정동 475-10","경기도 양주시 옥정동 935","7","66","33","매우좋음"
"2021-11-10","14:37","경기","양주시","고덕로","경기도 양주시 덕계동 712-5","경기도 양주시 고읍동 462-5","7","70","24","매우좋음"
"2021-11-10","14:48","경기","양주시","고읍로","경기도 양주시 고읍동 118-2","경기도 양주시 만송동 344-6","7","67","6","매우좋음"
"2021-11-10","14:56","경기","양주시","고읍북로","경기도 양주시 만송동 711","경기도 양주시 만송동 715","7","66","9","매우좋음"
"2021-11-10","15:07","경기","양주시","고읍남로","경기도 양주시 광사동 723","경기도 양주시 광사동 725","7","65","197","나쁨"
"2021-11-10","15:15","경기","양주시","송랑로","경기도 양주시 삼숭동 672-14","경기도 양주시 만송동 500-3","7","67","18","매우좋음"
"2021-11-10","15:27","경기","양주시","원학로","경기도 양주시 광사동 449-3","경기도 양주시 마전동 397-3","6","67","19","매우좋음"
"2021-11-10","15:44","경기","양주시","호국로","경기도 양주시 장흥면 울대리 291-7","경기도 양주시 장흥면 교현리 125-19","6","68","22","매우좋음"
"2021-11-10","15:48","경기","양주시","북한산로","경기도 양주시 장흥면 교현리 130-10","경기도 양주시 장흥면 교현리 408-6","6","71","13","매우좋음"
"2021-11-10","16:08","경기","양주시","일영로","경기도 양주시 장흥면 일영리 567-5","경기도 양주시 장흥면 삼상리 444","7","74","96","좋음"
"2021-11-10","11:52","경기","시흥시","마유로","경기도 시흥시 정왕동 2207-19","경기도 시흥시 정왕동 2144-2","8","79","45","매우좋음"
"2021-11-10","12:06","경기","시흥시","정왕천로","경기도 시흥시 정왕동 1220","경기도 시흥시 정왕동 2207-22","9","73","98","좋음"
"2021-11-10","12:25","경기","시흥시","경제로","경기도 시흥시 정왕동 1385","경기도 시흥시 정왕동 1346","9","71","47","매우좋음"
"2021-11-10","12:43","경기","시흥시","협력로","경기도 시흥시 정왕동 2207-6","경기도 시흥시 정왕동 1947","8","74","107","보통"
"2021-11-10","12:57","경기","시흥시","옥구천동로374번길","경기도 시흥시 정왕동 1898","경기도 시흥시 정왕동 1916","8","72","104","보통"
"2021-11-10","13:57","경기","성남시 분당구","돌마로","경기도 성남시 분당구 야탑동 210-2","경기도 성남시 분당구 금곡동 220","8","67","12","매우좋음"
"2021-11-10","14:21","경기","성남시 분당구","탄천상로","경기도 성남시 분당구 구미동 197-2","경기도 성남시 분당구 구미동 197-10","8","67","25","매우좋음"
"2021-11-10","14:34","경기","성남시 분당구","무지개로","경기도 성남시 분당구 구미동 303-1","경기도 성남시 분당구 구미동 303-3","8","68","36","매우좋음"
"2021-11-10","14:42","경기","성남시 분당구","미금로","경기도 성남시 분당구 구미동 303-1","경기도 성남시 분당구 금곡동 213","8","66","28","매우좋음"
"2021-11-10","14:54","경기","성남시 분당구","금곡로","경기도 성남시 분당구 금곡동 223","경기도 성남시 분당구 구미동 198-5","8","66","21","매우좋음"
"2021-11-10","15:08","경기","성남시 분당구","구미로","경기도 성남시 분당구 구미동 197-1","경기도 성남시 분당구 구미동 303-1","8","65","30","매우좋음"
"2021-11-10","15:12","경기","성남시 분당구","구미로173번길","경기도 성남시 분당구 구미동 303-1","경기도 성남시 분당구 구미동 95-2","8","66","20","매우좋음"
"2021-11-10","15:17","경기","성남시 분당구","미금일로","경기도 성남시 분당구 구미동 95-2","경기도 성남시 분당구 구미동 7-1","9","65","25","매우좋음"
"2021-11-10","15:23","경기","성남시 분당구","정자일로","경기도 성남시 분당구 금곡동 221","경기도 성남시 분당구 정자동 8-3","8","69","50","매우좋음"
"2021-11-10","15:36","경기","성남시 분당구","백현로","경기도 성남시 분당구 정자동 94-10","경기도 성남시 분당구 정자동 93-1","8","71","19","매우좋음"
"2021-11-10","15:53","경기","성남시 분당구","수내로","경기도 성남시 분당구 분당동 65-8","경기도 성남시 분당구 수내동 41-1","8","71","17","매우좋음"
"2021-11-10","16:02","경기","성남시 분당구","분당로","경기도 성남시 분당구 수내동 41-1","경기도 성남시 분당구 분당동 199-13","8","71","17","매우좋음"
"2021-11-10","16:13","경기","성남시 분당구","서현로","경기도 성남시 분당구 분당동 199-1","경기도 성남시 분당구 이매동 129-2","8","70","84","좋음"
"2021-11-10","10:16","인천","강화군","강화대로","인천광역시 강화군 강화읍 갑곳리 산 8-9","인천광역시 강화군 강화읍 국화리 60","5","81","190","나쁨"
"2021-11-10","10:41","인천","강화군","중앙로","인천광역시 강화군 강화읍 갑곳리 849","인천광역시 강화군 양도면 인산리 160","6","80","161","나쁨"
"2021-11-10","11:17","인천","강화군","길상로","인천광역시 강화군 길상면 온수리 548-1","인천광역시 강화군 길상면 온수리 688-26","6","80","1284","매우나쁨"
"2021-11-10","12:06","경기","김포시","마송1로","경기도 김포시 통진읍 마송리 592","경기도 김포시 통진읍 마송리 596","6","77","897","매우나쁨"
"2021-11-10","12:18","경기","김포시","마송로","경기도 김포시 통진읍 마송리 175-52","경기도 김포시 통진읍 마송리 592-9","7","78","720","매우나쁨"
"2021-11-10","12:35","경기","김포시","양곡로","경기도 김포시 양촌읍 양곡리 56-16","경기도 김포시 양촌읍 양곡리 1518","7","80","165","나쁨"
"2021-11-10","12:44","경기","김포시","양곡4로","경기도 김포시 양촌읍 양곡리 355-5","경기도 김포시 양촌읍 양곡리 1503","7","79","606","매우나쁨"
"2021-11-10","13:00","경기","김포시","양곡2로","경기도 김포시 양촌읍 양곡리 1504","경기도 김포시 양촌읍 양곡리 1504","7","80","396","매우나쁨"
"2021-11-10","13:06","경기","김포시","김포한강7로","경기도 김포시 구래동 6923","경기도 김포시 구래동 6888-9","7","78","148","보통"
"2021-11-10","13:09","경기","김포시","김포한강9로","경기도 김포시 구래동 6930-1","경기도 김포시 구래동 6920-1","7","79","144","보통"
"2021-11-10","13:21","경기","김포시","김포한강8로","경기도 김포시 구래동 6900","경기도 김포시 마산동 693","7","77","127","보통"
"2021-11-10","13:35","경기","김포시","김포한강3로","경기도 김포시 구래동 6929","경기도 김포시 장기동 2059","7","77","36","매우좋음"
"2021-11-10","13:56","경기","김포시","김포한강2로","경기도 김포시 운양동 1406-3","경기도 김포시 장기동 1892","7","72","63","좋음"
"2021-11-10","14:27","경기","김포시","김포한강11로","경기도 김포시 운양동 1392","경기도 김포시 운양동 1400","8","69","59","좋음"
"2021-11-10","14:44","경기","김포시","김포한강1로","경기도 김포시 운양동 1403","경기도 김포시 장기동 1798","8","68","60","좋음"
"2021-11-10","15:06","경기","김포시","중봉로","경기도 김포시 북변동 154-9","경기도 김포시 감정동 506-1","8","70","89","좋음"
"2021-11-10","15:20","경기","김포시","김포대로","경기도 김포시 사우동 556-2","경기도 김포시 장기동 801","8","66","64","좋음"
"2021-11-10","15:41","경기","김포시","김포한강6로","경기도 김포시 장기동 10-13","경기도 김포시 장기동 1884","8","65","36","매우좋음"
"2021-11-10","15:52","경기","김포시","김포한강4로","경기도 김포시 장기동 2081-1","경기도 김포시 구래동 6928-1","8","66","209","매우나쁨"
"2021-11-10","16:17","경기","김포시","황금1로80번길","경기도 김포시 양촌읍 학운리 3140","경기도 김포시 양촌읍 학운리 3134","7","71","68","좋음"
"2021-11-10","16:24","경기","김포시","황금로","경기도 김포시 양촌읍 학운리 1375-24","경기도 김포시 양촌읍 대포리 365-3","7","74","798","매우나쁨"
"2021-11-10","16:43","경기","김포시","황금1로","경기도 김포시 대곶면 대능리 90-6","경기도 김포시 양촌읍 학운리 3126","7","75","157","나쁨"
"2021-11-11","09:58","경기","안산시 단원구","능길로","경기도 안산시 단원구 신길동 1440","경기도 안산시 단원구 성곡동 590","8","50","69","좋음"
"2021-11-11","10:11","경기","안산시 단원구","엠티브이1로","경기도 안산시 단원구 성곡동 834","경기도 안산시 단원구 목내동 535","7","52","66","좋음"
"2021-11-11","10:29","경기","안산시 단원구","풍전로","경기도 안산시 단원구 원시동 797","경기도 안산시 단원구 원곡동 935-1","7","54","33","매우좋음"
"2021-11-11","10:32","경기","안산시 단원구","연수원로","경기도 안산시 단원구 원곡동 935","경기도 안산시 단원구 원시동 805","7","54","13","매우좋음"
"2021-11-11","12:14","인천","연수구","경원대로","인천광역시 미추홀구 관교동 67-4","인천광역시 연수구 동춘동 958","10","45","27","매우좋음"
"2021-11-11","12:28","인천","연수구","송도국제대로","인천광역시 연수구 동춘동 916-3","인천광역시 연수구 송도동 39","9","49","10","매우좋음"
"2021-11-11","12:39","인천","연수구","지식기반로","인천광역시 연수구 송도동 295","인천광역시 연수구 송도동 295","10","52","107","보통"
"2021-11-11","12:45","인천","연수구","송도미래로","인천광역시 연수구 송도동 386","인천광역시 연수구 송도동 39","10","51","197","나쁨"
"2021-11-11","12:50","인천","연수구","아카데미로","인천광역시 연수구 송도동 50","인천광역시 연수구 송도동 79-1","10","50","47","매우좋음"
"2021-11-11","13:02","인천","연수구","인천타워대로","인천광역시 연수구 송도동 78","인천광역시 연수구 송도동 48","9","50","45","매우좋음"
"2021-11-11","13:08","인천","연수구","첨단대로","인천광역시 연수구 송도동 48","인천광역시 연수구 송도동 386","9","48","208","매우나쁨"
"2021-11-11","13:16","인천","연수구","송도문화로","인천광역시 연수구 송도동 386","인천광역시 연수구 송도동 39","9","48","66","좋음"
"2021-11-11","13:34","인천","연수구","송도문화로28번길","인천광역시 연수구 송도동 277","인천광역시 연수구 송도동 265","9","53","20","매우좋음"
"2021-11-11","13:39","인천","연수구","송도문화로84번길","인천광역시 연수구 송도동 264","인천광역시 연수구 송도동 277","9","54","26","매우좋음"
"2021-11-11","13:47","인천","연수구","송도교육로","인천광역시 연수구 송도동 386","인천광역시 연수구 송도동 265","9","53","54","좋음"
"2021-11-11","13:58","인천","연수구","센트럴로","인천광역시 연수구 송도동 241","인천광역시 연수구 송도동 71","10","51","19","매우좋음"
"2021-11-11","14:07","인천","연수구","해돋이로","인천광역시 연수구 송도동 63","인천광역시 연수구 송도동 3-64","10","51","56","좋음"
"2021-11-11","14:40","인천","연수구","신송로","인천광역시 연수구 송도동 41","인천광역시 연수구 송도동 71","9","57","44","매우좋음"
"2021-11-11","14:55","인천","연수구","컨벤시아대로42번길","인천광역시 연수구 송도동 56","인천광역시 연수구 송도동 54","9","54","62","좋음"
"2021-11-11","15:05","인천","연수구","컨벤시아대로130번길","인천광역시 연수구 송도동 54","인천광역시 연수구 송도동 66","9","52","114","보통"
"2021-11-11","15:30","인천","연수구","아트센터대로","인천광역시 연수구 송도동 82","인천광역시 연수구 동춘동 906","9","50","79","좋음"
